Population,Probability,Method,n,N,Dm,Ds,Vm,Vs,Mm,Ms,Lm,Ls,Dm_kmeans,Ds_kmeans
swiss,Equal,LPV,150,959,0.001518,0.023635,0.1495835621264331,0.0179011733960587,-0.397780692042273,0.0305368193603548,0.0564755906492535,0.0043361262736432,0.0094453416314503,0.0239111564430678
swiss,Equal,NMS,50,959,5.8e-05,0.045126,0.0936370242501459,0.0255407624488656,-0.3343365525369207,0.0415739040785014,0.0762775891260291,0.0078621079324911,0.0357184829762678,0.0377448431020864
swiss,Equal,NMS,100,959,0.014198,0.02278,0.1042647435964908,0.0150283544809025,-0.4379975453856688,0.0438664841125664,0.0567955064671385,0.0051605651474748,0.0174547562956626,0.0206741140021977
swiss,Equal,NMS,150,959,0.001633,0.019985,0.1201119746254383,0.0103885907560743,-0.5170112964568612,0.0274620333451187,0.0518888774728141,0.0029523072161347,0.0095655419490669,0.018489130463523
swiss,Equal,MAX,50,959,-0.001638,0.174266,0.4236461338224887,0.1142960392654001,-0.0072924449556926,0.0436299103444413,0.1647109602914969,0.0265985460866475,-0.002890092849775,0.1840913929365009
swiss,Equal,MAX,100,959,-0.007269,0.122818,0.4390009144475099,0.0868425844162327,-0.0047202584974122,0.0423304719443162,0.1183382238961646,0.0152047909447129,0.0002584238791823,0.1285064564273443
swiss,Equal,MAX,150,959,-0.002715,0.100037,0.4383787204476335,0.0688619519571408,-0.0037389449125271,0.0429702814569519,0.0963720735341329,0.0100823723394824,0.0010373881767552,0.1014150971682714
swiss,Equal,SCP,50,959,0.017252,0.060455,0.1195689592369528,0.0232629322429408,-0.2843306170393642,0.0307863055369565,0.0864397583590832,0.0099110806130472,0.0295186628937863,0.0630146321755597
swiss,Equal,SCP,100,959,0.007632,0.033193,0.1352969997205554,0.0201484842706375,-0.3724954983316206,0.0299261941536013,0.0652555248670769,0.0061277093860349,0.0146752881801244,0.0342243956575095
swiss,Equal,SCP,150,959,0.001086,0.024129,0.1471651801004914,0.0180781884048958,-0.4267119724553496,0.0291792634730232,0.0560888466908593,0.0044265942972486,0.0093086339065528,0.0230821199508553
swiss,Unequal,GMS,50,155,0.0262035864055068,0.0618503091342779,0.1259888423507666,0.0382461105557423,-0.199574423111536,0.0214691801362687,0.2718973146815856,0.0421222123964655,0.0262035864055068,0.0618503091342779
swiss,Unequal,GMS,100,959,0.01242,0.040366,0.1531278601439292,0.0295001136058499,-0.2030429609749427,0.0218510200578019,0.1906831118671532,0.0175129988062466,0.0020756983669065,0.0441520922058975
swiss,Unequal,GMS,150,959,-0.00267,0.032864,0.1617972697491258,0.0205190051357296,-0.1949796682982568,0.0213612523964936,0.1556546049992238,0.0155470403698975,0.0057175589570101,0.0303128603435927
swiss,Unequal,LPV,50,959,0.01348,0.074831,0.1558204299757083,0.0318010141654376,-0.1253184989933408,0.0284260258562199,0.2742205577849011,0.0391739678184853,0.0230965903544307,0.0800024369380762
swiss,Unequal,LPV,100,959,0.014676,0.042989,0.1644027710435803,0.0232192418157843,-0.1522872586124786,0.0274480962339099,0.1903227129057915,0.0179681665847451,0.0063320399571127,0.0478003280255534
swiss,Unequal,LPV,150,959,-0.00747,0.03174,0.1693179373561061,0.0187592210544781,-0.1445522715573309,0.0262212352152267,0.154800049914672,0.0122992732214414,0.0027471609552511,0.0344576902990885
swiss,Unequal,MAX,50,959,-0.003869,0.185455,0.4316918457423315,0.1154733286196334,0.0212993325403876,0.0450527238459967,0.310806910663685,0.0468443367984355,0.012607345444014,0.1882276305531225
swiss,Unequal,MAX,100,959,0.010611,0.132632,0.4153299003020224,0.0786059879867031,0.0222250215962528,0.0406965196407562,0.2198979646482407,0.0236680902330802,0.0068044088387635,0.129110588973252
swiss,Unequal,MAX,150,959,-0.008305,0.10076,0.370120686228635,0.0552987937850161,0.0136505096024615,0.0361929920312686,0.1797712968596499,0.0158080617383109,0.0013628981709558,0.1011595658542957
swiss,Unequal,NMS,50,155,0.0198174132901804,0.0684743199190608,0.12272397517117,0.0241581308842588,-0.1685155591170685,0.0251551612810617,0.2666722122637892,0.035280895898576,0.0198174132901804,0.0684743199190608
swiss,Unequal,NMS,100,959,0.011676,0.043508,0.161377832537337,0.0261766330141467,-0.1767243302321728,0.027812677730011,0.1872503246346911,0.0211999423510773,-0.0027955223584366,0.0465754236338127
swiss,Unequal,NMS,150,959,-0.004213,0.029281,0.1669128990952552,0.0205811023857605,-0.15937861249844,0.0220855033044232,0.1542937909606298,0.0177892524684217,0.0046148674922692,0.0285401232396645
swiss,Unequal,SCP,50,959,0.013482,0.078996,0.1517258039453368,0.0317598181252631,-0.1355792418221856,0.0287769376419662,0.2720367355784886,0.0388890163077143,0.0232855167478598,0.0773445705328362
swiss,Unequal,SCP,100,959,0.01425,0.045373,0.1668564797254063,0.0238340461098937,-0.1527063852481887,0.0281590453770796,0.1904167619554498,0.0179115860416463,0.0057990397169684,0.0461259541157467
swiss,Unequal,SCP,150,959,-0.007156,0.032441,0.1718996359657585,0.0197121828520044,-0.1428505308860741,0.0274810202061728,0.1539285331821775,0.012393858588086,0.0029237558309598,0.0331152958393595
swiss,Unequal,NMS,50,959,0.007914,0.068938,,,,,,,,
swiss,Unequal,GMS,50,959,0.012511,0.064818,,,,,,,,
