Population,Probability,Method,n,N,Dm,Ds,Vm,Vs,Mm,Ms,Lm,Ls
swiss,Unequal,GMS,50.0,155.0,0.0262035864055068,0.0618503091342779,0.1259888423507666,0.0382461105557423,-0.199574423111536,0.0214691801362687,0.2718973146815856,0.0421222123964655
swiss,Unequal,GMS,100.0,959.0,0.0020756983669065,0.0441520922058975,0.1531278601439292,0.0295001136058499,-0.2030429609749427,0.0218510200578019,0.1906831118671532,0.0175129988062466
swiss,Unequal,GMS,150.0,959.0,0.0057175589570101,0.0303128603435927,0.1617972697491258,0.0205190051357296,-0.1949796682982568,0.0213612523964936,0.1556546049992238,0.0155470403698975
swiss,Unequal,LPV,50.0,959.0,0.0230965903544307,0.0800024369380762,0.1558204299757083,0.0318010141654376,-0.1253184989933408,0.0284260258562199,0.2742205577849011,0.0391739678184853
swiss,Unequal,LPV,100.0,959.0,0.0063320399571127,0.0478003280255534,0.1644027710435803,0.0232192418157843,-0.1522872586124786,0.0274480962339099,0.1903227129057915,0.0179681665847451
swiss,Unequal,LPV,150.0,959.0,0.0027471609552511,0.0344576902990885,0.1693179373561061,0.0187592210544781,-0.1445522715573309,0.0262212352152267,0.154800049914672,0.0122992732214414
swiss,Unequal,MAX,50.0,959.0,0.012607345444014,0.1882276305531225,0.4316918457423315,0.1154733286196334,0.0212993325403876,0.0450527238459967,0.310806910663685,0.0468443367984355
swiss,Unequal,MAX,100.0,959.0,0.0068044088387635,0.129110588973252,0.4153299003020224,0.0786059879867031,0.0222250215962528,0.0406965196407562,0.2198979646482407,0.0236680902330802
swiss,Unequal,MAX,150.0,959.0,0.0013628981709558,0.1011595658542957,0.370120686228635,0.0552987937850161,0.0136505096024615,0.0361929920312686,0.1797712968596499,0.0158080617383109
swiss,Unequal,NMS,50.0,155.0,0.0198174132901804,0.0684743199190608,0.12272397517117,0.0241581308842588,-0.1685155591170685,0.0251551612810617,0.2666722122637892,0.035280895898576
swiss,Unequal,NMS,100.0,959.0,-0.0027955223584366,0.0465754236338127,0.161377832537337,0.0261766330141467,-0.1767243302321728,0.027812677730011,0.1872503246346911,0.0211999423510773
swiss,Unequal,NMS,150.0,959.0,0.0046148674922692,0.0285401232396645,0.1669128990952552,0.0205811023857605,-0.15937861249844,0.0220855033044232,0.1542937909606298,0.0177892524684217
swiss,Unequal,SCP,50.0,959.0,0.0232855167478598,0.0773445705328362,0.1517258039453368,0.0317598181252631,-0.1355792418221856,0.0287769376419662,0.2720367355784886,0.0388890163077143
swiss,Unequal,SCP,100.0,959.0,0.0057990397169684,0.0461259541157467,0.1668564797254063,0.0238340461098937,-0.1527063852481887,0.0281590453770796,0.1904167619554498,0.0179115860416463
swiss,Unequal,SCP,150.0,959.0,0.0029237558309598,0.0331152958393595,0.1718996359657585,0.0197121828520044,-0.1428505308860741,0.0274810202061728,0.1539285331821775,0.012393858588086
